AARON
GAGIK
GARIK
GARY
GASTON
GAŠPAR
GEDEON
GEJZA
GENADIJ
GENNADIJ
GENNARO
GENTIAN
GEORG
GEORGE
GEORGES
GEORGI
GEORGIJ
GEORGIOS
GEORGIS
GERALD
GERARD
GERARDO
GERHARD
GERHART
GERMAN
GEROLD
GEVORG
GÉZA
GHASSAN
GHEORGHE
GIA HUY
GIACOMO
GIAN
GIANCARLO
GIANLUCA
GIANNI
GIDEON
GILAD
GILBERT
GINO
GINTER
GIOELE
GIORA
GIORGI
GIORGIO
GIOVANNI
GISBERT
GIULIANO
GIULIO
GIUSEPPE
GJON
GLEB
GOČE
GONZALO
GOR
GORAN
GORAZD
GOTHARD
GOTTFRIED
GRACIAN
GRANT
GREGOR
GREGORY
GRIGOR
GRIGORIJ
GRZEGORZ
GUIDO
GUILHERME
GUILLERMO
GUNNAR
GÜNTER
GŰNTER
GÜNTHER
GŰNTHER
GUSTAV
GUSTÁV
GUSTAVO
HABIB
HAIM
HAITHAM
HAJK
HAKIM
HAKOB
HAMID
HAMZA
HANI
HANS
HANUŠ
HANY
HAO
HARALD
HAREL
HARIS
HAROLD
HARRISON
HARRY
HARTMUT
HASAN
HASSAN
HAŠTAL
HAVEL
HAYK
HECTOR
HEIKO
HEINRICH
HEINZ
HEKTOR
HELIODOR
HELMUT
HELMUTH
HENDRIK
HENRI
HENRICH
HENRIK
HENRY
HENRYK
HERBERT
HERIBERT
HERMAN
HERMANN
HERWIG
HEŘMAN
HESHAM
HIEP
HIEU
HICHAM
HILAR
HOLGER
HONZA
HORÁC
HORST
HORYMÍR
HOSTIMIL
HOSTIVÍT
HOUSSAM
HOVHANNES
HRYHORIJ
HUBERT
HUGO
HUMBERTO
HUNG
HÜSEYIN
HUSSAIN
HUSSAM
HUSSEIN
HUU DAT
HVĚZDOSLAV
HYNEK
CHAIM
CHARALAMBOS
CHARILAOS
CHARIS
CHARLES
CHIEN
CHRISTIAN
CHRISTIÁN
CHRISTIANO
CHRISTIEN
CHRISTO
CHRISTOFFER
CHRISTOPH
CHRISTOPHE
CHRISTOPHER
CHRISTOS
CHRUDOŠ
CHRYSTIAN
IAN
IASON
IBRAHIM
IDO
IDRIS
IGNAC
IGNÁC
IGNACIO
IGNÁT
IGOR
IHOR
IKECHUKWU
IKER
ILAN
ILAY
ILIA
ILIAN
ILIAS
ILIR
ILJIČ
ILKO
ILLJA
ILYA
ILYAS
IMAD
IMMANUEL
IMRE
IMRICH
INNOCENC
INOCENC
IOAN
IOANNES
IOANNIS
ION
IOSIF
IRAKLI
IRENEJ
IRENEUSZ
IRVIN
ISAAC
ISIDOR
ISMAEL
ISMAIL
ISRAEL
ISSAM
ISTVÁN
IŠTVAN
ITAI
ITAMAR
ITAY
ITZHAK
IULIAN
IVAN
IVÁN
IVAR
IVO
IVOŠ
IZAK
IZÁK
IZIDOR
IZMAEL
JACEK
JACK
JACKSON
JACOBO
JACOPO
JACQUES
JAD
JÁCHYM
JAKE
JAKOB
JÁKOB
JAKOV
JAKUB
JALAL
JAMES
JAMIL
JÁN
JANEK
JANIK
JANKO
JANNIK
JANNIS
JANO
JÁNOS
JANOŠ
JANUSZ
JANUŠ
JAREK
JARI
JARMIL
JARO
JAROLÍM
JAROMIL
JAROMIR
JAROMÍR
JAROSLAV
JAROŠ
JASAN
JASEN
JASON
JASOŇ
JASPER
JAVIER
JAYDEN
JEFIM
JEFFREY
JEGOR
JENS
JEREMI
JEREMIÁŠ
JEREMY
JERGUŠ
JEROME
JERONYM
JERONÝM
JERZY
JEVGENIJ
JEVHEN
JEVHENIJ
JILJÍ
JIM
JIMI
JIMMY
JINDŘICH
JIRI
JIŘÍ
JIŘÍK
JOACHIM
JOAKIM
JOANNIS
JOAO
JOASH
JÓAŠ
JOEL
JOËL
JOEY
JOHANN
JOHANNES
JOHN
JONAH
JONÁŠ
JONATAN
JONATÁN
JONATHAN
JORDÁN
JORDANIS
JORDI
JÖRG
JORGE
JORGOS
JORIK
JORIS
JOSE
JOSEF
JOSEPH
JOSH
JOSHUA
JOSIP
JOŠT
JOVAN
JOVICA
JOZEF
JÓZEF
JUAN
JUDA
JULIAN
JULIÁN
JULIANO
JULIJ
JULIJAN
JULIO
JULIUS
JÚLIUS
JURAJ
JURÁŠ
JÜRGEN
JŰRGEN
JURI
JURIJ
JUSTÍN
JUSTYN
JUSTÝN
JUSUF
KAJETÁN
KALMAN
KÁLMÁN
KAMAL
KAMEL
KAMIL
KAMILO
KAREEM
KAREN
KARIM
KARÍM
KARL
KARLHEINZ
KARLO
KARLOS
KASIM
KASPIAN
KAŠPAR
KAZIMIERZ
KAZIMÍR
KEMAL
KEN
KENAN
KENNETH
KEREM
KERIM
KEVIN
KHALED
KHALID
KHALIL
KHOA
KIAAN
KIAN
KIEN
KILIAN
KILIÁN
KILLIAN
KIRIL
KIRILL
KIRO
KIZBERT
KLAUDIUS
KLAUS
KLEMENT
KLIMENT
KOLMAN
KOLOMAN
KONIÁŠ
KONRAD
KONRÁD
KONSTANTIN
KONSTANTINOS
KONŠTANTÍN
KORNEL
KORNELIUS
KOSMA
KOSMAS
KOSTA
KOSTADIN
KOSŤANTYN
KOSTAS
KRASIMIR
KRASOSLAV
KRISTIÁN
KRISTIJAN
KRISTOF
KRISTOFER
KRISTOPHER
KRISTYÁN
KRIŠTOF
KRUNOSLAV
KRYSTIAN
KRYSTIÁN
KRYSTOF
KRYŠPÍN
KRYŠTOF
KRZYSZTOF
KŘESOMÍR
KŘESOMYSL
KŘEŠIMÍR
KŘIŠŤAN
KUBA
KURT
KVĚTOMÍR
KVETOSLAV
KVĚTOSLAV
KVĚTOŠ
KVIDO
KVÍDO
KVIRIN
KVIRÍN
KYLIAN
KYLIÁN
KYRIAKOS
KYRYLO
LACO
LADISLAV
LAITH
LAJOS
LAJOŠ
LAMBERT
LARS
LÁSZLÓ
LAURENT
LAURENTIU
LAVI
LAVIE
LAZAR
LAZARO
LÁZARO
LAZAROS
LEANDER
LEANDRO
LECH
LEMMY
LÉO
LEON
LEÓN
LÉON
LEONARD
LEONARDO
LEONEL
LEONHARD
LEONID
LEONIDAS
LEONTIJ
LEONTIN
LEOPOLD
LEOŠ
LEROY
LESLAV
LESZEK
LEŠEK
LEV
LEVAN
LEVENTE
LEVIN
LEVON
LEWIS
LIAM
LIBOR
LIBOSLAV
LIBOŠ
LINHARD
LINHART
LINUS
LION
LIONEL
LIRIDON
LIVIO
LJUBEN
LJUBOMIR
LJUBOMÍR
LJUBOMYR
LLUC
LONG
LONGIN
LORÁNT
LÓRÁNT
LORENC
LORENZ
LORENZO
LOTAR
LOTHAR
LUAN
LUBISLAV
LUBOMIL
LUBOMIR
LUBOMÍR
ĹUBOMÍR
ĽUBOMÍR
LUBOR
ĽUBOR
LUBOSLAV
ĹUBOSLAV
ĽUBOSLAV
LUBOŠ
ĹUBOŠ
ĽUBOŠ
LUCAS
LUCCA
LUCIAN
LUCIÁN
LUCIANO
LUCIUS
LUCJAN
LUDĚK
LUDEVIT
LUDEVÍT
ĽUDEVIT
ĽUDEVÍT
LUDOMÍR
LUDOVIT
LUDOVÍT
ĹUDOVIT
ĹUDOVÍT
ĽUDOVIT
ĽUDOVÍT
LUDVIK
LUDVÍK
LUDWIG
LUIGI
LUIS
LUKÁČ
LUKAS
ŁUKASZ
LUKÁŠ
LUKE
LUMÍR
LUTOBOR
LYES
MACIEJ
MADDOX
MAGNUS
MAGOMED
MAHDI
MAHMOUD
MAHMUD
MAIK
MAIKEL
MAJED
MAJK
MAJKL
MAKAR
MAKSIM
MAKSYM
MAKSYMILIAN
MALEK
MALIK
MANFRED
MANFRÉD
MANH
MANOL
MANOLIS
MANSUR
MANUEL
MARC
MARCEL
MARCELLO
MARCELO
MARCIN
MARCOS
MARCUS
MAREK
MARIÁN
MÁRIAN
MARIJAN
MARINO
MARIO
MÁRIO
MARIOS
MARIUS
MARIUSZ
MARJAN
MARK
MARKIJAN
MARKO
MARKOS
MARKUS
MARLON
MAROŠ
MARSEL
MARTIN
MARTÍN
MARTINO
MARUAN
MARVIN
MARWAN
MASON
MASSIMILIANO
MASSIMO
MATAN
MATEAS
MATEI
MATEJ
MATĚJ
MATEJA
MATEO
MATES
MATEUS
MATEUSZ
MATHEO
MATHÉO
MATHEOS
MATHEUS
MATHEW
MATHIAS
MATHIEU
MATHIS
MATHYAS
MATHYS
MATIAS
MATÍAS
MATIÁŠ
MATOUŠ
MATT
MATTEO
MATTHEO
MATTHEW
MATTHIAS
MATTHIEU
MATTIAS
MATUŠ
MATÚŠ
MATVEJ
MATVĚJ
MATYAS
MÁTYÁS
MATYÁŠ
MAURICIO
MAURIZIO
MAURO
MAVERICK
MAXIAN
MAXIÁN
MAXIM
MAXIMILIAN
MAXIMILIÁN
MAXIMILIANO
MAXIMILIEN
MAXIMILLIAN
MAXIMO
MÁXIMO
MAXIMOS
MAXIMUS
MAXMILIAN
MAXMILIÁN
MAXMILLIAN
MAXWELL
MAZEN
MEČISLAV
MĚČISLAV
MEDARD
MEHDI
MEIR
MELICHAR
MELVIN
MERT
METHOD
METHODĚJ
METIN
METOD
METODĚJ
MICK
MIECZYSLAW
MIECZYSŁAW
MIGUEL
MIHAI
MIHAIL
MIHAILO
MIHAJLO
MIHÁLY
MICHAIL
MICHAŁ
MICHALIS
MICHEL
MICHELANGELO
MIKAEL
MIKAIL
MIKEL
MIKEŠ
MIKHAIL
MIKKO
MIKLÓS
MIKOLA
MIKOLAJ
MIKOŁAJ
MIKOLAS
MIKOLÁŠ
MIKULÁŠ
MIKY
MILAD
MILAN
MILÁN
MILENKO
MILIČ
MILÍČ
MILIVOJ
MILKO
MILO
MILOMÍR
MILOŇ
MILORAD
MILOS
MILOSLAV
MILOŠ
MILOUŠ
MILOVAN
MILTON
MINH ANH
MINH DUC
MIODRAG
MIRAN
MIRCO
MIREK
MIRKO
MIRON
MIROSLAV
MIROSŁAW
MIROŠ
MIRSAD
MIŠA
MIŠEL
MÍŤA
MITKO
MLADEN
MNISLAV
MOHAMAD
MOHAMED
MOHAMMAD
MOHAMMED
MOJMÍR
MORIS
MORITZ
MORRIS
MORTIMER
MOŘIC
MOSHE
MOURAD
MOUSSA
MOUSTAFA
MSTISLAV
MUHAMMAD
MUNIR
MURAD
MURAT
MUSTAFA
MUSTAPHA
MYCHAJLO
MYKOLA
MYKYTA
MYRON
MYROSLAV
NABIL
NACER
NADAV
NADER
NADIM
NAEL
NACHMAN
NAIL
NAIM
NAM
NAREK
NAS
NASER
NATAN
NÁTAN
NATANIEL
NATHANAEL
NATHANIEL
NAVE
NAZAR
NAZARIJ
NEBOJSA
NEBOJŠA
NEDŽAD
NĚHOSLAV
NEIL
NEKLAN
NELSON
NEMANJA
NENAD
NERIJUS
NERO
NESTOR
NEVEN
NEVIO
NEVO
NGHIA
NICK
NICKOLAS
NICOLAE
NICOLAI
NICOLÁS
NICOLO
NICOLO'
NICOLÓ
NIELS
NICHOLAS
NIK
NIKODEM
NIKODÉM
NIKOLAI
NIKOLAJ
NIKOLAOS
NIKOLAS
NIKOLAUS
NIKOLAY
NIKOS
NILS
NIMROD
NIR
NITAI
NIV
NIZAR
NOE
NOÉ
NOLAN
NORBERT
NORMAN
ODED
ODIN
ODOLEN
ODON
ODYSSEAS
OFEK
OFER
OGNJEN
OHAD
OKTAVIÁN
OLAF
OLBRAM
OLDRICH
OLDŘICH
OLEG
OLEH
OLEKSANDR
OLEKSIJ
OLEXANDR
OLIN
OLIVIER
OLIWER
OMAR
OMRI
ONDRA
ONDRÁŠ
ONDREJ
ONDŘEJ
ONUR
OREN
OREST
ORESTIS
ORLANDO
ORLIN
ORSO
OSAMA
OSCAR
OSKAR
OSKÁR
OSMAN
OSTAP
OSVALD
OSWALD
OTAKAR
OTHMAR
OTMAR
OTO
OTOKAR
OTOKÁR
OTOMAR
OTON
OTTMAR
OTTO
OTTOKAR
OTTOMAR
OWEN
OZ
PABLO
PALO
PANAGIOTIS
PANAJOTIS
PANKRÁC
PAOLO
PARTH
PARTHA
PASKAL
PATRIC
PATRICIO
PATRICK
PATRIK
PATRIZIO
PATRYK
PAUL
PAULO
PAVEL
PAVLO
PAVLOS
PAVOL
PAWEL
PAWEŁ
PEDRO
PELEG
PERIKLIS
PERUN
PETAR
PETER
PÉTER
PETKO
PETR
PETRIT
PETRO
PETROS
PETRU
PHILIP
PHILIPP
PHILIPPE
PHILLIP
PHONG
PIETRO
PIOTR
PIUS
PLATON
POMNĚN
PRAVDOMIL
PRAVOMIL
PRAVOSLAV
PREDRAG
PROKOP
PŘEMEK
PŘEMYSL
PŘIBYSLAV
PTAH
QUAN
QUANG
QUIDO
RADAN
RADE
RADEK
RADIM
RADIMÍR
RADISLAV
RADKO
RADMIL
RADOMIL
RADOMIR
RADOMÍR
RADOSLAV
RADOŠ
RADOUŠ
RADOVAN
RADUZ
RADÚZ
RADVAN
RADWAN
RAED
RAFAEL
RAFAŁ
RAFFAEL
RAFIK
RAGNAR
RACHID
RAIMUND
RAINER
RAJKO
RAJMUND
RALF
RALPH
RAM
RAMAN
RAMDANE
RAMEZ
RAMI
RAMIZ
RAMON
RAMÓN
RAMY
RAMZI
RANI
RANKO
RAOUL
RAPHAEL
RAPHAËL
RASHKO
RASIM
RASTISLAV
RATIBOR
RATISLAV
RATKO
RAUL
RAÚL
RAVI
RAYANE
RAYEN
RAYMOND
RAYMUND
RAZ
REGINALD
REINER
REINHARD
REINHARDT
REINHOLD
REMIGIUS
REMO
REMUS
RÉMY
RENAT
RENÁT
RENATO
RENNÉ
RENNY
RENO
REUVEN
RIAD
RICARDO
RICCARDO
RICK
RICHARD
RINAT
RISTO
ROBERT
RÓBERT
ROBERTO
ROBINSON
ROCCO
RODAN
RODERICK
RODERIK
RODION
RODOLFO
RODRIGO
ROEE
ROEI
ROGER
ROCHUS
ROI
ROLAND
ROLANDO
ROLF
ROM
ROMAIN
ROMAN
ROMÁN
ROMANO
ROMEO
ROMUALD
RON
RONALD
RONALDO
RONEN
RORY
ROSS
ROSTISLAV
ROSTYSLAV
ROY
RUBEN
RUBÉN
RUDOLF
RUDOLPH
RUDY
RUFIN
RUMEN
RUPERT
RUSLAN
RUSTAM
RYAN
RYSZARD
ŘEHOŘ
SAAD
SABIR
SABRI
SAFET
SAGI
SAIMON
SAJMON
SALAH
SALEH
SALEM
SALIM
SALVADOR
SALVATOR
SALVÁTOR
SALVATORE
SAMAEL
SAMER
SÁMER
SÁMÍ
SAMIEN
SAMIR
SAMÍR
SÁMIR
SAMSON
SÁMUEL
SAMUELE
SAMUIL
SAMVEL
SAMY
SÁNDOR
SANDRO
SANTIAGO
SANTINO
SAUL
SAVAS
SAVVA
SAVVAS
SCOTT
SEAN
SEBASTIÁN
SEBASTIANO
SEBASTIEN
SÉBASTIEN
SEDRIK
SELIM
SEMEN
SEMI
SEMIH
SEMION
SEMIR
SEMÍR
SEMJON
SENAD
SERAFIM
SERAFÍN
SERGE
SERGEI
SERGEJ
SERGEY
SERGHEI
SERGIJ
SERGIO
SERGIU
SERHIJ
SERKAN
SERVÁC
SETH
SEVERIN
SEVERÍN
SHACHAR
SHALEV
SHEM
SHIMON
SHLOMO
SHMUEL
SIEGBERT
SIEGFRIED
SIGMUND
SILVÁN
SILVANO
SILVESTER
SILVESTR
SILVIO
SIMEON
SINIŠA
SLÁVEK
SLAVIBOJ
SLAVIBOR
SLAVKO
SLAVOJ
SLAVOMIL
SLAVOMÍR
SLOBODAN
SOBĚSLAV
SOFIAN
SOFIANE
SOFIEN
SOKRATIS
SOLOMON
SON
SON HAI
SORIN
SOTIRIS
SPIROS
SPYRIDON
SPYTIHNĚV
SRDJAN
STANIMIR
STANISLAV
STANISLAW
STANISŁAW
STANKO
STANLEY
STATIS
STAVROS
STEFAN
ŞTEFAN
STEFANO
STEFANOS
STEPAN
STĚPAN
STEPHAN
STEPHEN
STERIOS
STEVAN
STEVE
STEVEN
STJEPAN
STOJAN
STUART
SULEJMAN
SVATOBOJ
SVATOBOR
SVATOMIL
SVATOMÍR
SVATOPLUK
SVATOSLAV
SVATOŠ
SVETISLAV
SVETOSLAV
SVĚTOSLAV
SVETOZAR
SVETOZÁR
SVJATOSLAV
SWEN
SYLVESTER
SYLVESTR
SYMEON
SZILÁRD
SZYMON
ŠÁNDOR
ŠEBESTIÁN
ŠÉM
ŠIMON
ŠTEFAN
ŠTEFÁN
ŠTEPÁN
ŠTĚPÁN
TADEAS
TADEAŠ
TADEÁŠ
TADEO
TADEUS
TADEUSZ
TAKIS
TALAL
TALBERT
TALVI
TAMÁS
TAMER
TAMIR
TANASIS
TARAS
TAREK
TARIK
TÁRIK
TAŠO
TEITO
TENUUNBAYAR
TEO
TEODOR
TEODORIK
TEOFIL
TEOMAN
THAI
THANG
THÉO
THEOBALD
THEODOR
THEODOROS
THEOFIL
THIAGO
THINH
THOBIAS
THOMAS
TIAGO
TIBOR
TIEP
TIGRAN
TICHOMÍR
TIM
TIMEO
TIMÉO
TIMMY
TIMO
TIMOFEJ
TIMON
TIMOTEJ
TIMOTEO
TIMOTEUS
TIMOTHÉE
TIMOTHEOS
TIMOTHY
TIMOTY
TIMUR
TINO
TITUS
TIVADAR
TOAN
TOBIASZ
TOBIÁŠ
TOBIN
TODOR
TOMAN
TOMAS
TOMÁS
TOMASZ
TOMAŠ
TOMÁŠ
TOME
TOMEŠ
TOMISLAV
TOMMASO
TOMMI
TORSTEN
TRAJKO
TRAVIS
TREVOR
TRISTAN
TRUNG
TRUONG
TUDOR
TUYEN
TYMOFIJ
TYMON
TYMOTEUSZ
TYMUR
UDO
ULRICH
UMAR
URBAN
URI
URIEL
UROŠ
UWE
VACLAV
VÁCLAV
VADIM
VADYM
VAHAN
VAHE
VALDEMAR
VALENTIN
VALENTÍN
VALENTINO
VALENTYN
VALENTÝN
VALER
VALÉR
VALERI
VALERIAN
VALERIÁN
VALERIJ
VALERIO
VALERIU
VALTER
VALTR
VAN HUNG
VAN THANH
VÁŇA
VANGEL
VANGELIS
VARDAN
VASA
VASIL
VASIĹ
VASIĽ
VASILE
VASILEIOS
VASILIJ
VASILIOS
VASILIS
VASKO
VASYL
VAVRINEC
VAVŘÍN
VAVŘINEC
VAZIL
VEACESLAV
VEDRAN
VĚKOSLAV
VELEN
VELESLAV
VELIMÍR
VĚNCESLAV
VENCISLAV
VENDEL
VENDELIN
VENDELÍN
VĚNEK
VĚNĚK
VERNER
VĚROSLAV
VESELIN
VĚSLAV
VICENTE
VICTOR
VÍCTOR
VIEROSLAV
VIGGO
VIGO
VIKTOR
VIKTORIN
VIKTORÍN
VILEM
VILÉM
VILIAM
VILIBALD
VILKO
VINCENC
VINCENT
VINCENZO
VINKO
VINTÍŘ
VIOREL
VÍT
VITALI
VITALIJ
VITALIY
VITALY
VÍŤAZOSLAV
VÍTEK
VÍTĚSLAV
VITĚZSLAV
VÍTĚZSLAV
